what,kind,bundleId,bundleVersion,description,time
stopped,bundle,com.google.gdt.eclipse.platform,1.2.0.v200912062003,"com.google.gdt.eclipse.platform",1263592981323
stopped,bundle,com.google.gdt.eclipse.platform.e35,1.2.0.v200912062003,"com.google.gdt.eclipse.platform.e35",1263592981323
stopped,bundle,com.google.gdt.eclipse.platform.shared,1.2.0.v200912062003,"com.google.gdt.eclipse.platform.shared",1263592981324
stopped,bundle,com.collabnet.subversion.merge,1.10.0,"com.collabnet.subversion.merge",1263592981352
stopped,bundle,org.tigris.subversion.subclipse.graph,1.0.7,"org.tigris.subversion.subclipse.graph",1263592981352
stopped,bundle,org.tigris.subversion.subclipse.mylyn,3.0.0,"org.tigris.subversion.subclipse.mylyn",1263592981352
stopped,bundle,org.tigris.subversion.subclipse.ui,1.6.5,"org.tigris.subversion.subclipse.ui",1263592981378
stopped,bundle,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui",1263592981406
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.204.v200909021537,"org.eclipse.wst.xsd.ui",1263592981406
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.400.v200904300717,"org.eclipse.wst.dtd.ui",1263592981407
stopped,bundle,org.eclipse.wst.css.ui,1.0.401.v200907171457,"org.eclipse.wst.css.ui",1263592981407
stopped,bundle,org.eclipse.wst.xml.ui,1.1.1.v200908242115,"org.eclipse.wst.xml.ui",1263592981407
stopped,bundle,org.eclipse.wst.common.ui,1.1.402.v200901262305,"org.eclipse.wst.common.ui",1263592981407
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.3.1.v20091215-0000-e3x,"org.eclipse.mylyn.bugzilla.ui",1263592981408
stopped,bundle,org.eclipse.mylyn.ide.ui,3.3.1.v20091215-0000-e3x,"org.eclipse.mylyn.ide.ui",1263592981408
stopped,bundle,org.eclipse.mylyn.team.ui,3.3.1.v20091215-0000-e3x,"org.eclipse.mylyn.team.ui",1263592981408
stopped,bundle,org.eclipse.mylyn.resources.ui,3.3.1.v20091215-0000-e3x,"org.eclipse.mylyn.resources.ui",1263592981409
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.2.0.v20091215-0000-e3x,"org.eclipse.mylyn.wikitext.tasks.ui",1263592981409
stopped,bundle,org.eclipse.mylyn.context.ui,3.3.1.v20091215-0000-e3x,"org.eclipse.mylyn.context.ui",1263592981410
stopped,bundle,org.eclipse.mylyn.help.ui,3.3.1.v20091215-0000-e3x,"org.eclipse.mylyn.help.ui",1263592981410
stopped,bundle,org.eclipse.mylyn.tasks.bugs,3.3.1.v20091215-0000-e3x,"org.eclipse.mylyn.tasks.bugs",1263592981410
stopped,bundle,org.eclipse.mylyn.tasks.ui,3.3.1.v20091215-0000-e3x,"org.eclipse.mylyn.tasks.ui",1263592981411
stopped,bundle,org.eclipse.wst.sse.ui,1.1.101.v200908261807,"org.eclipse.wst.sse.ui",1263592981411
stopped,bundle,org.eclipse.search,3.5.1.r351_v20090708-0800,"org.eclipse.search",1263592981420
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.4.100.v20090604,"org.eclipse.ltk.ui.refactoring",1263592981427
