what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.html.core,1.1.300.v200903120608,"org.eclipse.wst.html.core",1263592348545
started,bundle,com.collabnet.subversion.merge,1.10.0,"com.collabnet.subversion.merge",1263592348545
started,bundle,org.tigris.subversion.clientadapter,1.6.4.1,"org.tigris.subversion.clientadapter",1263592348545
started,bundle,org.tigris.subversion.clientadapter.javahl,1.6.6,"org.tigris.subversion.clientadapter.javahl",1263592348545
started,bundle,org.tigris.subversion.clientadapter.svnkit,1.6.4,"org.tigris.subversion.clientadapter.svnkit",1263592348545
started,bundle,org.tigris.subversion.subclipse.core,1.6.5,"org.tigris.subversion.subclipse.core",1263592348545
started,bundle,org.tigris.subversion.subclipse.mylyn,3.0.0,"org.tigris.subversion.subclipse.mylyn",1263592348545
started,bundle,org.tigris.subversion.subclipse.ui,1.6.5,"org.tigris.subversion.subclipse.ui",1263592348546
os,sysinfo,,,"linux",1263592348624
arch,sysinfo,,,"x86_64",1263592348624
ws,sysinfo,,,"gtk",1263592348624
locale,sysinfo,,,"ru_RU",1263592348624
processors,sysinfo,,,"1",1263592348625
java.runtime.name,sysinfo,,,"OpenJDK Runtime Environment",1263592348625
java.runtime.version,sysinfo,,,"1.6.0_0-b14",1263592348625
java.specification.name,sysinfo,,,"Java Platform API Specification",1263592348626
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1263592348626
java.specification.version,sysinfo,,,"1.6",1263592348626
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1263592348626
java.version,sysinfo,,,"1.6.0_0",1263592348626
java.vm.info,sysinfo,,,"mixed mode",1263592348626
java.vm.name,sysinfo,,,"OpenJDK 64-Bit Server VM",1263592348626
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1263592348626
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1263592348626
java.vm.specification.version,sysinfo,,,"1.0",1263592348626
